Id,SalePrice
1461,114604.54751062865
1462,157546.0874150294
1463,184071.01168385556
1464,199212.02229003736
1465,205823.34410182002
1466,180558.7541357578
1467,187660.54282116005
1468,170299.24098435405
1469,210027.19111843337
1470,116887.50108756154
1471,202823.6527519551
1472,103666.81136017025
1473,94577.56091529527
1474,150384.07222569583
1475,110760.89008239901
1476,365902.6317657173
1477,258600.936833845
1478,298982.9048478699
1479,293461.90298101725
1480,433092.43816801126
1481,320997.67876294325
1482,223727.8580644969
1483,172551.8488552
1484,171502.1628062001
1485,183942.2580230625
1486,200302.94734068657
1487,316693.10961606936
1488,234087.79502151406
1489,195115.5212283932
1490,218291.5686793169
1491,193872.61707771523
1492,94607.05835963093
1493,208708.12850794452
1494,296601.0202372486
1495,300564.1680362427
1496,229758.6121697761
1497,170945.52866877895
1498,158147.5652134309
1499,166129.47135408432
1500,147745.8440719637
1501,184238.64848643658
1502,138533.98048240808
1503,294987.9652287944
1504,242219.11516901152
1505,219393.59322264185
1506,201078.77359032223
1507,254210.7281294359
1508,207098.72492778592
1509,155165.28166148043
1510,140006.2538081878
1511,151131.50646611094
1512,167815.32219892868
1513,152574.6207092401
1514,146346.0219372767
1515,226835.0073448358
1516,171330.52810729225
1517,181595.59222123178
1518,126190.66244023014
1519,219731.7590210936
1520,127424.79285334295
1521,127742.96599201462
1522,186265.3521379449
1523,100444.41745501215
1524,120915.61987975903
1525,113291.34608608333
1526,114951.72722063155
1527,95971.131344528
1528,141623.82557308022
1529,142928.02008442022
1530,204861.74304358417
1531,139752.33264925936
1532,101245.00920437061
1533,149130.31586494343
1534,125453.54889371549
1535,153485.48937867233
1536,106821.36635984137
1537,50800.67331631656
1538,179734.55564993073
1539,211666.1402099895
1540,118228.99356495572
1541,150217.82594142493
1542,143949.00418263534
1543,195927.2152125046
1544,75064.60857312358
1545,116190.8730800043
1546,135076.0940941868
1547,138314.40634169232
1548,127587.11377319088
1549,102832.47312007681
1550,134503.40613622253
1551,130558.40291484317
1552,133687.8123506253
1553,141358.9031340708
1554,118734.57012280385
1555,159410.7013002335
1556,92461.05403114378
1557,108555.01277652441
1558,102529.8217411812
1559,79828.33236170368
1560,144762.43843325344
1561,109075.67654016166
1562,124694.64716913633
1563,123362.62980021792
1564,162347.33104985533
1565,144162.81868354278
1566,254499.2886805851
1567,73414.69827080407
1568,215042.5164890322
1569,128073.46139975742
1570,140611.2767006586
1571,118197.6605108928
1572,145916.67487997864
1573,260529.75904100342
1574,130621.16045116424
1575,210737.82289880014
1576,261527.55479325575
1577,180627.104041519
1578,156376.27476718638
1579,146811.40814455657
1580,196366.86428725685
1581,153770.9615651304
1582,124583.70024421345
1583,313500.8740163484
1584,222347.6168483157
1585,141730.3892228061
1586,69807.98923938052
1587,103290.42529228609
1588,153642.46418734535
1589,96299.93981959939
1590,137852.38136622286
1591,89210.82811390288
1592,139516.19757072604
1593,117867.38638111117
1594,146261.59723921632
1595,106463.57653332443
1596,217897.8013197811
1597,181045.3139534468
1598,195204.6796407185
1599,189289.91017281648
1600,173110.92512654501
1601,54156.392696027295
1602,114563.92023317324
1603,87595.93821162562
1604,258804.3647078576
1605,259495.14377776207
1606,170482.37513493537
1607,175560.00303168443
1608,211196.68936578964
1609,189795.20402730303
1610,141590.72551299003
1611,142505.62777757552
1612,170140.26150641893
1613,160179.31587448518
1614,133739.52304975595
1615,91741.24122166057
1616,73726.667073967
1617,83681.13324584177
1618,122410.28138484282
1619,131607.61183072126
1620,187725.9806100612
1621,137718.1593334782
1622,133350.81908892514
1623,278973.7175897262
1624,217487.46233629482
1625,124810.18181618687
1626,180854.6382809123
1627,191686.04262309114
1628,286240.2143814191
1629,179492.53486114845
1630,345460.71178722114
1631,232486.74651623482
1632,249834.24791887822
1633,171508.22845813993
1634,191298.14135347726
1635,175966.82646993885
1636,148093.27427191916
1637,182395.35444137466
1638,203178.4474572431
1639,194947.48549012293
1640,251106.24277690635
1641,192791.15099941753
1642,230606.68021489307
1643,219841.47834744898
1644,215701.85400602804
1645,206122.75673439493
1646,171835.2575443351
1647,170831.2014091413
1648,131539.85310155025
1649,128029.15287890984
1650,115980.96538784297
1651,114479.62220158696
1652,99657.23577166087
1653,99728.05586614617
1654,142265.53890039644
1655,139594.49905230326
1656,141986.62032416812
1657,144245.87796641537
1658,142128.4511963413
1659,126668.35664619214
1660,158513.24623017432
1661,445625.97087176656
1662,374073.0581261602
1663,349565.95064468915
1664,475629.280303436
1665,302125.2224475454
1666,330096.3940008823
1667,337122.68308639515
1668,337041.55239737895
1669,312302.7403759189
1670,332644.90272401366
1671,245111.4525151673
1672,373945.1193084846
1673,311538.30587549135
1674,257243.32657475467
1675,207425.39060016046
1676,215449.31374831183
1677,227047.11279474688
1678,412963.4157231109
1679,366714.01392666996
1680,313762.015630068
1681,250064.26635256445
1682,307745.97756323
1683,196304.61451084388
1684,181210.28835494188
1685,173545.65771712514
1686,168213.6723243622
1687,165705.33416486054
1688,190331.06211814692
1689,196624.90566496458
1690,199794.82155810215
1691,185330.55423208163
1692,257014.7570836757
1693,171479.49741196353
1694,186855.8569708874
1695,163234.17655237264
1696,268066.1955993817
1697,171833.5277618413
1698,355445.2289709343
1699,316880.1942258023
1700,252166.3619279298
1701,270708.3123132065
1702,239472.65351933066
1703,242349.50628723798
1704,277394.3030656724
1705,236525.28269610158
1706,378813.0712277505
1707,206156.64344810147
1708,197245.93651505106
1709,265405.8249210282
1710,216496.0795935049
1711,270127.5642131574
1712,250322.2286560299
1713,263882.11648656067
1714,214621.99409201846
1715,197815.22781948734
1716,185892.45554950356
1717,169728.4807288316
1718,132279.4327528323
1719,219393.9158718451
1720,245799.9726658346
1721,175370.32588463696
1722,125764.27311657288
1723,163242.85002028674
1724,215934.9630045701
1725,230343.54488932237
1726,173400.96972880606
1727,153574.43939294154
1728,174559.09337163472
1729,149592.2864767036
1730,156311.88502799068
1731,122084.7950148175
1732,147309.1814008999
1733,115042.85335621942
1734,122067.23586481903
1735,134438.70023479022
1736,104578.69109382585
1737,339378.4407918863
1738,251088.85520018695
1739,283595.52561903663
1740,223537.13289714232
1741,185953.84547084628
1742,163747.78017156757
1743,171667.25067970075
1744,303930.9419058041
1745,203117.20432897552
1746,220012.08081618336
1747,226400.5711783691
1748,236161.7005979988
1749,148845.03567746363
1750,142312.46999803395
1751,242042.27426072862
1752,119541.42358497874
1753,158356.27347232692
1754,215024.12595105893
1755,173725.32901872415
1756,126209.17301400623
1757,114692.3592932059
1758,144664.03416873608
1759,175852.25358245627
1760,158617.53328281525
1761,167455.0287158707
1762,177103.30910730513
1763,179905.5972029575
1764,110773.08972064505
1765,178860.305782728
1766,190627.38542815414
1767,223393.31557362736
1768,135671.52651255205
1769,182719.3088145143
1770,157387.64581532136
1771,121066.16222466435
1772,128010.90072287817
1773,124381.1666499431
1774,137485.71141795337
1775,136170.7864531394
1776,116585.31600789697
1777,112485.18041999487
1778,149601.09780977468
1779,115216.30913141661
1780,191945.78155970236
1781,122959.27616135089
1782,81293.71444751753
1783,129743.39156857342
1784,97356.58972956805
1785,115915.63831003435
1786,138237.99969065958
1787,167128.98532053642
1788,61631.79936141783
1789,92609.97057424544
1790,71488.89167657966
1791,211176.68848979857
1792,156073.97293911525
1793,151103.63277434208
1794,177871.38469088706
1795,139784.1560005159
1796,128163.00710648007
1797,127136.9070527493
1798,113099.63596466737
1799,110915.05162025482
1800,113555.51677994936
1801,128694.00650679483
1802,143796.80151081993
1803,154173.556579771
1804,139583.896053317
1805,141436.79075368796
1806,128678.05937302369
1807,147927.98553975113
1808,111899.38538543804
1809,113273.47672956134
1810,135539.24698455154
1811,98614.6463890064
1812,94115.92404936365
1813,122768.6196814432
1814,83395.74016154459
1815,42974.68092366925
1816,100760.80884704221
1817,96453.77158872702
1818,170006.23634114338
1819,127427.78340256296
1820,62456.44246097846
1821,117101.66544989566
1822,141588.66291984974
1823,47158.765105624276
1824,136653.83696361445
1825,127763.71208263084
1826,88204.0233081599
1827,102959.41410646093
1828,132186.63723623788
1829,129774.0764084243
1830,152302.58488044247
1831,166871.99598203285
1832,94613.44468973175
1833,140279.26150100143
1834,117042.08060146385
1835,138267.45467345836
1836,127520.10973694001
1837,91833.61450508091
1838,130209.50874564657
1839,100918.27065839176
1840,161025.88030299137
1841,155077.53420744615
1842,87330.43034844048
1843,131596.54011355515
1844,132000.3448204971
1845,130332.8608691676
1846,150056.34985254926
1847,154356.72857110342
1848,50194.51961445861
1849,106943.88975488563
1850,116367.5519461059
1851,155544.5474755863
1852,109440.03300575633
1853,128672.57581829047
1854,180896.97611258388
1855,147976.96226240438
1856,226889.02869478113
1857,159931.6585792933
1858,127457.76959871326
1859,110084.1216696846
1860,141064.24710955296
1861,109256.68478366092
1862,306433.2764259635
1863,303347.68417254044
1864,303376.8381340768
1865,356367.732334591
1866,324965.8435738351
1867,239146.6014384547
1868,273566.78475543903
1869,212442.6081221305
1870,235684.95604851074
1871,264175.44074418175
1872,174026.2816681253
1873,232059.80785637873
1874,145803.3142342827
1875,208201.47859283257
1876,201141.78212678933
1877,210645.49551863363
1878,201521.85238168272
1879,122883.78269049653
1880,135642.0806057657
1881,253674.99610266672
1882,245056.42571053165
1883,176319.04309936648
1884,193277.07773667166
1885,250330.9431132268
1886,279598.46733395243
1887,215411.88953175896
1888,269739.29890314327
1889,164762.77446829563
1890,125103.33152678644
1891,141678.72614845145
1892,93706.68950749066
1893,140751.32628449553
1894,127724.36147922615
1895,144384.89891976467
1896,126881.36878691055
